Local Agent Code,Clearance No,Clearance Date,Clearance Charge,Manufacture Name,Exporter,Country,Invoice No,Invoice Date,Type of Consignment ,Date of Arrival ,MOH Registered ,MOH Reg. No,HS Code,Trade Name,Generic Name,Batch No,Dosage,Strength/Volume,Pack Size,Per Pack Quantity,Manufacture Date,Expiry Date,Shelf Life ,Institution (Distribution),Institution Qty,Unit,Unit Price,Total Price,Currency,Free Qty,Net Qty,Remarks
OPP,10562,11-12-2017,,JRS Pharma ,JRS Pharma ,Germany,21384360,05-12-2017,Pharmaceutical Excipient,17-12-2017,N,N,39129090,Microcrystalline Cellulose,Microcrystalline Cellulose,P9S7547,,,,,Oct-17,Oct-22,60,0,160,Kg,12.5,2000,EUR,0,160,
OPP,10562,11-12-2017,,JRS Pharma ,JRS Pharma ,Germany,21384360,05-12-2017,Pharmaceutical Excipient,17-12-2017,N,N,29171980,Sodium Stearyl Fumerate,Sodium Stearyl Fumerate,1806,,,,,May-17,May-20,36,0,25,Kg,192,4800,EUR,0,25,
OPP,10628,12-12-2017,,Dishman Carbogen AMCIS Ltd,Dishman Carbogen AMCIS Ltd,India,9131170162,27-10-2017,Active Pharmaceutical Ingredient,31-12-2017,Y,6562,29239000,Cetrimide BP,Cetrimide BP,317CAA0003,,,,,Apr-17,Mar-22,60,0,25,Kg,100,2500,USD,0,25,
OPP,10629,12-12-2017,,Cedarburg Pharmaceuticals,HELM AG,Hamburg,1031472,07-12-2017,Active Pharmaceutical Ingredient,27-12-2017,N,N,29372900,Exemestane HIS,Exemestane HIS,16/008,,,,,Feb-17,Feb-18,12,0,12,Kg,5000,60000,USD,0,12,
OPP,10629,12-12-2017,,Cedarburg Pharmaceuticals,HELM AG,Hamburg,1031472,07-12-2017,Active Pharmaceutical Ingredient,27-12-2017,N,N,29372900,Exemestane HIS,Exemestane HIS,600342,,,,,Nov-17,Dec-19,24,0,2,Kg,5000,10000,USD,0,2,
OPP,10630,12-12-2017,,ANQIU LU'AN Pharmaceuticals Co Ltd,ANQIU LU'AN Pharmaceuticals Co Ltd,China,LO/17/DEC3,03-12-2017,Active Pharmaceutical Ingredient,14-12-2017,Y,2736,30039000,Paracetamol ,Paracetamol ,2017111501,,,,,Nov-17,Nov-20,36,0,35,Kg,15.8,553,USD,0,35,
OPP,10796,14-12-2017,,"Indstriale Chimica, Italy",HELM AG,Hamburg,1031384,05-12-2017,Active Pharmaceutical Ingredient,27-12-2017,Y,5279,29372300,Desogestrel EP,Desogestrel EP,"PR171903, 904, 936",,,,,Nov-17,Nov-22,60,0,3,Kg,70,210,EUR,0,3,
OPP,10858,17-12-2017,,Aurobindo Pharma Ltd,Aurobindo Pharma Ltd,India,U01/17-18/1455,29-11-2017,Active Pharmaceutical Ingredient,20-12-2017,Y,3714,29419090,Cefuroxime Axtil EP,Cefuroxime Axtil EP,1701210534,,,,,Nov-17,Nov-20,36,0,281.76,Kg,130,36628.8,USD,0,281.76,
OPP,10915,18-12-2017,,Hetero Labs Limited,Hetero Labs Limited,India,2000102644,14-12-2014,Finished Pharmaceuticals,25-12-2017,Y,D06964A,30049099,Pantozyn 20,Pantoprazole Sodium 20MG Tab,PAN17236A,20mg,,10's,10,Jun-17,May-19,24,0,14880,Nos,0.483,7187.04,USD,0,14880,
OPP,10915,18-12-2017,,Hetero Labs Limited,Hetero Labs Limited,India,2000102644,14-12-2014,Finished Pharmaceuticals,25-12-2017,Y,D06963A,30049099,Pantozyn 40,Pantoprazole Sodium 40MG Tab,PAN17105A,40mg,,10's,10,Apr-17,Mar-19,24,0,39600,Nos,0.666,26373.6,USD,0,39600,
OPP,11100,20-12-2017,,Symed Labs,Hetero drugs Limited,India,1000028893,15-12-2017,Active Pharmaceutical Ingredient,26-12-2017,Y,3948,29335990,Levocetrizine DI HCL,Levocetrizine DI HCL,2SHL0581117,,,,,Nov-17,Oct-22,60,0,10,Kg,875,8750,USD,0,10,
OPP,11101,20-12-2017,,Qingdao Samin Chemical Co.Ltd,Jiali Bio Group ( Qingdao) Ltd,China,JL-QD-17179,15-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,29242990,Aspartame,Aspartame,1711011,,,,,Nov-17,Nov-19,24,0,200,Kg,18,3600,USD,0,200,
OPP,11102,20-12-2017,,Siegfried Evionnaz SA,Siegfried Evionnaz SA,Switzerland,90073243,13-12-2017,Active Pharmaceutical Ingredient,28-12-2017,Y,5839,29393000,Caffeine ,Caffeine ,17422084,,,,,Oct-17,Oct-22,60,0,250,Kg,20,5000,EUR,0,250,
OPP,11103,20-12-2017,,Wanbury Limited,Wanbury Limited,India,EXP/92001463/17-18,29-11-2017,Active Pharmaceutical Ingredient,31-12-2017,Y,2480,29252990,Metformin HCL,Metformin HCL,MT18421117,,,,,Nov-17,Oct-22,60,0,500,Kg,4.75,2375,USD,0,500,
OPP,11104,20-12-2017,,Wanbury Limited,Wanbury Limited,India,EXP/92001462/17-18,29-11-2017,Active Pharmaceutical Ingredient,31-12-2017,Y,2480,29252990,Metformin HCL,Metformin HCL,MT18441117,,,,,Nov-17,Oct-22,60,0,280,Kg,4.75,1330,USD,0,280,
OPP,11105,20-12-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/018/2017-18,27-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,33021010,Raspberry Flavour,Raspberry Flavour,173362,,,,,Nov-17,Nov-19,24,0,400,Kg,5.5,2200,USD,0,400,
OPP,11105,20-12-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/018/2017-18,27-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,33021010,Vanilla Flavour,Vanilla Flavour,173363,,,,,Nov-17,Nov-19,24,0,125,Kg,4.5,562.5,USD,0,125,
OPP,11105,20-12-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/018/2017-18,27-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,173268,,,,,Nov-17,Nov-18,12,0,70,Kg,17.6,1232,USD,0,70,
OPP,11106,20-12-2017,,Smit Export Pvt Ltd,Smit Export Pvt Ltd,India,SEPL-1284,04-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,29157090,Magnesium Stearate,Magnesium Stearate,MS-T-17122,,,,,Nov-17,Oct-22,60,0,50,Kg,3.05,152.5,USD,0,50,
OPP,11106,20-12-2017,,Smit Export Pvt Ltd,Smit Export Pvt Ltd,India,SEPL-1284,04-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,29182990,Methyl Paraben BP,Methyl Paraben BP,1710052m,,,,,Sep-17,Aug-22,60,0,50,Kg,8.5,425,USD,0,50,
OPP,11106,20-12-2017,,Smit Export Pvt Ltd,Smit Export Pvt Ltd,India,SEPL-1284,04-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,29251100,Saccarin Sodium BP,Saccarin Sodium BP,28171103,,,,,Nov-17,Oct-22,60,0,250,Kg,16.22,4055,USD,0,250,
OPP,11106,20-12-2017,,Smit Export Pvt Ltd,Smit Export Pvt Ltd,India,SEPL-1284,04-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,39121190,Croscarmellose Sodium,Croscarmellose Sodium,ACRMC/10/061017,,,,,Oct-17,Oct-21,48,0,200,Kg,7,1400,USD,0,200,
OPP,11106,20-12-2017,,Smit Export Pvt Ltd,Smit Export Pvt Ltd,India,SEPL-1284,04-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,38231190,Magnesium Stearate (MF-2-V),Magnesium Stearate (MF-2-V),C743168,,,,,Jul-17,Jul-21,48,0,60,Kg,9.45,567,USD,0,60,
OPP,11107,20-12-2017,,"Roquette, France",Signet Chemical Corporation Pvt Ltd,India,SE-1718-11-051,22-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,29054400,Neosorb P 100 T,Sorbitol Powder,ARSOP03,,,,,Aug-17,Aug-22,60,0,50,Kg,6.5,325,USD,0,50,
OPP,11107,20-12-2017,,"Kronos, Germany",Signet Chemical Corporation Pvt Ltd,India,SE-1718-11-051,22-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,28230010,Kronos 1171,Titanium Dioxide ,ARTMD01,,,,,Jan-17,Jan-22,60,0,25,Kg,7.25,181.25,USD,0,25,
OPP,11108,20-12-2017,,"Roquette, France",Signet Chemical Corporation Pvt Ltd,India,SE-1718-11-052,27-11-2017,Pharmaceutical Excipient,31-12-2017,N,N,29054300,Pearlitol 25C,"Mannitol, Crstalline",ARMAN03,,,,,Jun-17,Jun-22,60,0,100,Kg,8.95,895,USD,0,100,
OPP,11109,20-12-2017,,M.B.Sugars & Pharmaceuitacls Ltd,M.B.Sugars & Pharmaceuitacls Ltd,India,E-0014,02-12-2017,Pharmaceutical Excipient,31-12-2017,N,N,17019911,Sucrose BP,Sucrose BP,MB-17/0763/11,,,,,Nov-17,Oct-22,60,0,1000,Kg,1.868,1868,USD,0,1000,
OPP,11164,24-12-2017,,Hetero labs Limited (EOU),Hetero Labs Limited,India,2000103028,20-12-2017,Active Pharmaceutical Ingredient,28-12-2017,Y,5258,29339900,Esomeprazole Magnesium ,Esomeprazole Magnesium ,E171199,,,,,Jun-17,May-19,24,0,50,Kg,625,31250,USD,0,50,
OPP,11309,27-12-2017,,Hikal Limited,Hikal Limited,India,7050329696,13-12-2017,Active Pharmaceutical Ingredient,31-12-2017,Y,3529,29224990,Gabapentin,Gabapentin,B71460617/014,,,,,Jun-17,May-20,36,0,928.8,Kg,44,40867.2,USD,0,928.8,
OPP,11310,27-12-2017,,Farmabios,Farmabios,Italy,1734,12-12-2017,Active Pharmaceutical Ingredient,31-12-2017,N,N,29372300,Megestrol Acetate Fine Powder,Megestrol Acetate Fine Powder,2175A08  A0281631,,,,,Jun-16,Jun-21,60,0,126,Kg,0.73,91.98,USD,0,126,
OPP,11352,27-12-2017,,Covalent laboratories Pvt Ltd,Covalent laboratories Pvt Ltd,India,1101200243,25-12-2017,Active Pharmaceutical Ingredient,31-12-2017,Y,6657,29419090,Cefixime,Cefixime BP,CFEC170352,,,,,Nov-17,Oct-20,36,0,225,Kg,158,35550,USD,0,225,
OPP,11353,27-12-2017,,ACG Associated Capsules Pvt Ltd,ACG Associated Capsules Pvt Ltd,India,903509513,25-12-2017,Empty hard Gelatin Capsules,31-12-2017,Y,205,96020010,Empty hard Gelatin Capsules,Empty hard Gelatin Capsules,11200934912,,,,,Dec-17,Nov-22,60,0,22.55,Kg,54.48,1228.52,USD,0,22.55,
OPP,9324,01-11-2017,,Jiali Bio Group ,Jiali Bio Group ,China,JL-QD-17145,26-09-2017,Pharmaceutical Excipient,,N,N,28362090,Sodium Bicarbonate,Sodium Bicarbonate,170715,,,,,Jul-17,Jul-19,24,0,25000,Kg,0.58,14500,USD,0,25000,
OPP,9325,01-11-2017,,Savita Oil Tech,Smit Export Pvt Ltd,India,SEPL-1242,25-09-2017,Pharmaceutical Excipient,,N,N,27101900,Light Liquid Paraffin,Light Liquid Paraffin,LD30217,,,,,May-17,May-22,60,0,1557,Kg,1.48,2304.36,USD,0,1557,
OPP,9325,01-11-2017,,Viswaat Chemicals,Smit Export Pvt Ltd,India,SEPL-1242,25-09-2017,Pharmaceutical Excipient,,N,N,34042000,Macrogel (PEG 400),Macrogel (PEG 400),A170913017,,,,,Sep-17,Sep-19,24,0,500,Kg,2.25,1125,USD,0,500,
OPP,9325,01-11-2017,,Canton Lab,Smit Export Pvt Ltd,India,SEPL-1242,25-09-2017,Pharmaceutical Excipient,,N,N,29181400,Citric Acid monohydrate BP,Citric Acid monohydrate BP,170545,,,,,Jul-17,Jun-22,60,0,25,Kg,3.5,87.5,USD,0,25,
OPP,9325,01-11-2017,,Amijal Chemicals,Smit Export Pvt Ltd,India,SEPL-1242,25-09-2017,Pharmaceutical Excipient,,N,N,29251100,Saccharin Sodium ,Saccharin Sodium ,28170901,,,,,Sep-17,Aug-22,60,0,25,Kg,16.22,405.5,USD,0,25,
OPP,9325,01-11-2017,,Loba Chemie,Smit Export Pvt Ltd,India,SEPL-1242,25-09-2017,Pharmaceutical Excipient,,N,N,29072990,Butylated Hydroxy Toluene (BHT),Butylated Hydroxy Toluene (BHT),L224251702,,,,,Feb-17,Jan-22,60,0,5,Kg,18,90,USD,0,5,
OPP,9326,01-11-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/014/2017-18,12-10-2017,Pharmaceutical Excipient,,N,N,33021010,Forest Fruit Flavour,Forest Fruit Flavour,172756,,,,,Oct-17,Oct-19,24,0,200,Kg,9,1800,USD,0,200,
OPP,9327,02-11-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/014/2017-19,13-10-2017,Pharmaceutical Excipient,,N,N,33021010,Rasberry Flavour,Rasberry Flavour,172747,,,,,Oct-17,Oct-19,24,0,400,Kg,5.5,2200,USD,0,400,
OPP,9328,03-11-2017,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/014/2017-20,14-10-2017,Pharmaceutical Excipient,,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,172745,,,,,Oct-17,Oct-18,12,0,75,Kg,17.6,1320,USD,0,75,
OPP,9327,01-11-2017,,M.B.Sugars & Pharmaceuticals Ltd,M.B.Sugars & Pharmaceuticals Ltd,India,E-0010,14-10-2017,Pharmaceutical Excipient,,N,N,17011490,Sucrose BP,Sucrose BP,MB-17/0592/10,,,,,Oct-17,Sep-22,60,0,3000,Kg,1.676,5028,USD,0,3000,
OPP,9328,01-11-2017,,Vasudha Chemicals Pvt.Ltd,Va-Sudha Chemicals Pvt Ltd,India,44,18-10-2017,Pharmaceutical Excipient,,N,N,,PEG 3350,PEG 3350,320,,,,,Oct-17,Oct-20,36,0,200,Kg,6.75,1350,USD,0,200,
OPP,9413,05-11-2017,,Saraca laboratories Ltd,Saraca laboratories Ltd,India,EXP/1/096/17-18,30-10-2017,Active Pharmaceutical Ingredient,,Y,,29420014,Ranitidine HCL BP,Ranitidine HCL BP,RH/10/20171310,,,,,Sep-17,Aug-22,60,0,200,Kg,17.5,3500,USD,0,200,
OPP,9414,05-11-2017,,BASF Personal Care and Nutrition GMBH,Obegi Chemicals LLC,Dubai,5762,31-10-2017,Pharmaceutical Excipient,,N,N,29332990,Sodium Lauryl Sulphate BP,Sodium Lauryl Sulphate BP,17241459,,,,,May-17,May-19,24,0,45,Kg,78,3510,AED,0,45,
OPP,9415,05-11-2017,,DFE Pharma,DFE Pharma,Germany,9003279422,23-10-2017,Pharmaceutical Excipient,,N,N,17021100,Pharmatose 200m (EU),Pharmatose 200m (EU),101SR7G,,,,,Sep-17,Jul-20,36,0,2000,Kg,2.76,5520,USD,0,2000,
OPP,9416,05-11-2017,,Colorcon,Colorcon,England,574202,10-10-2017,Pharmaceutical Excipient,,N,N,32061900,TC-1000 Tabcoat TC White,TC-1000 Tabcoat TC White,DT666816,,,,,Oct-17,Oct-19,24,0,250,Kg,19.7,4925,EUR,0,250,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Amishi Drugs & Chem,India,SEPL-1251,24-10-2017,Pharmaceutical Excipient,,N,N,29420090,Sodium Starch Glycolate,Sodium Starch Glycolate,ASGP/08/120817,,,,,Aug-17,Aug-21,48,0,50,Kg,5.05,252.5,USD,0,50,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Amishi Drugs & Chem,India,SEPL-1252,24-10-2017,Pharmaceutical Excipient,,N,N,39121190,Croscarmellose sodium,Croscarmellose sodium,ACRMC/09/090917,,,,,Sep-17,Sep-21,48,0,50,Kg,7,350,USD,0,50,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Amijal Chemicals,India,SEPL-1253,24-10-2017,Pharmaceutical Excipient,,N,N,29251100,Saccharin Sodium ,Saccharin Sodium ,28171003,,,,,OCT-017,Sep-22,60,0,150,Kg,16.22,2433,USD,0,150,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Camlin,India,SEPL-1254,24-10-2017,Pharmaceutical Excipient,,N,N,29093090,BHA BP (Butylated Hydroxy Anisole),BHA BP (Butylated Hydroxy Anisole),ABH0171001,,,,,Sep-17,Aug-19,24,0,5,Kg,62,310,USD,0,5,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Wax Oil,India,SEPL-1255,24-10-2017,Pharmaceutical Excipient,,N,N,34049039,Cetomacrogol Emulsifying Wax,Cetomacrogol Emulsifying Wax,ENN-121/17,,,,,Aug-17,Jul-22,60,0,100,Kg,3.29,329,USD,0,100,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,"bash, Germany ",India,SEPL-1256,24-10-2017,Pharmaceutical Excipient,,N,N,39059990,Povidone (K25),Povidone (K25),ARPDO03,,,,,Jan-17,Jan-21,48,0,25,Kg,33,825,USD,0,25,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Gufic Biosciences Limited,India,SEPL-1257,24-10-2017,Pharmaceutical Excipient,,N,N,29242990,Lidocaine BP,Lidocaine BP,1482,,,,,Jul-17,Jun-22,60,0,25,Kg,21,525,USD,0,25,
OPP,9417,05-11-2017,,Smit Export Pvt Ltd,Rasula,India,SEPL-1258,24-10-2017,Pharmaceutical Excipient,,N,N,29182990,Propyl Hydroxybenzoate,Propyl Hydroxybenzoate,1709026P,,,,,Aug-17,Jul-22,60,0,25,Kg,10,250,USD,0,25,
OPP,9418,05-11-2017,,Colorcon,Colorcon,England,574269,10-11-2017,Pharmaceutical Excipient,,N,N,35051090,2001 Starch 1500 partially Pregelatinized Maize Starch,2001 Starch 1500 partially Pregelatinized Maize Starch,IN535215,,,,,May-17,May-21,48,0,1000,Kg,5.45,5450,EUR,0,1000,
OPP,9421,06-11-2017,,HELM AG,Industrial Chemica s.r.l -Italy,Hamburg,1030792,02-11-2017,Active Pharmaceutical Ingredient,,Y,,29372300,"Desogestrel EP, Micronized Chemo","Desogestrel EP, Micronized Chemo","PR171609, PR171610",,,,,Sep-17,Sep-22,60,0,2,Kg,70000,140000,EUR,0,2,
OPP,9422,06-11-2017,,Symbiotica Speciality Ingredients SDN.BHD,Symbiotica Speciality Ingredients SDN.BHD,Malaysia,1  1/48,01-11-2017,Active Pharmaceutical Ingredient,,Y,,29372200,Betamethasome Valerate,Betamethasome Valerate,BV001/0317,,,,,Mar-17,Feb-22,60,0,1,Kg,2200,2200,USD,0,1,
OPP,9423,06-11-2017,,Orbit Life Science,Orbit Life Science,India,045/2017-18,01-11-2017,Active Pharmaceutical Ingredient,,Y,,29419090,Cefodoxime Proxetil USP,Cefodoxime Proxetil USP,CPMG170033,,,,,Jul-17,Jun-20,36,0,50,Kg,210,10500,USD,0,50,
OPP,9424,06-11-2017,,Morepen Laboratories Limited,Morepen Laboratories Limited,India,M/BE/17-18/0229,31-10-2017,Active Pharmaceutical Ingredient,,Y,,29420090,Fexofenadine Hydrochloride EP,Fexofenadine Hydrochloride EP,FXD7034,,,,,Oct-17,Sep-20,36,0,2,Kg,140,280,USD,0,2,
OPP,9425,06-11-2017,,DFE Pharma,DFE Pharma,Germany,9003307456,01-11-2017,Pharmaceutical Excipient,,N,N,17021100,Anhydrous lactose,Anhydrous lactose,101V9B3,,,,,Sep-17,Aug-19,24,0,50,Kg,15.4,770,USD,0,50,
OPP,9425,06-11-2017,,DFE Pharma,DFE Pharma,Germany,9003307456,01-11-2017,Pharmaceutical Excipient,,N,N,17021100,Pharmatose 150M (EU),Pharmatose 150M (EU),101V9B3,,,,,Aug-17,Jul-20,36,0,100,Kg,8.2,820,USD,0,100,
OPP,9426,06-11-2017,,Granules India Limited,Granules India Limited,India,2017101522,18-10-2017,Active Pharmaceutical Ingredient,,Y,,29222933,Paracetamol BP,Paracetamol BP,APAP/17091958,,,,,Sep-17,Aug-22,60,0,1200,Kg,4.7,5640,USD,0,1200,
OPP,9426,06-11-2017,,Granules India Limited,Granules India Limited,India,2017101522,18-10-2017,Active Pharmaceutical Ingredient,,Y,,29222933,Paracetamol BP,Paracetamol BP,APAP/17102105,,,,,Oct-017,Sep-22,60,0,4800,Kg,4.7,22560,USD,0,4800,
OPP,9426,06-11-2017,,Granules India Limited,Granules India Limited,India,2017101522,18-10-2017,Active Pharmaceutical Ingredient,,Y,,29222933,Paracetamol BP,Paracetamol BP,APAP/17102106,,,,,Oct-017,Sep-22,60,0,4800,Kg,4.7,22560,USD,0,4800,
OPP,9426,06-11-2017,,Granules India Limited,Granules India Limited,India,2017101522,18-10-2017,Active Pharmaceutical Ingredient,,Y,,29222933,Paracetamol BP,Paracetamol BP,APAP/17102107,,,,,Oct-017,Sep-22,60,0,4700,Kg,4.7,22090,USD,0,4700,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704904A,,,,,,Jan-18,,0,92.952,PC,0.0393,3.653,EUR,0,92.952,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704905A,,,,,,Jan-18,,0,94.158,PC,0.0393,3.7,EUR,0,94.158,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704906A,,,,,,Jan-18,,0,95.262,PC,0.0393,3.744,EUR,0,95.262,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704907A,,,,,,Jan-18,,0,96.333,PC,0.0393,3.786,EUR,0,96.333,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704908A,,,,,,Jan-18,,0,96.2,PC,0.0393,3.781,EUR,0,96.2,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704909A,,,,,,Jan-18,,0,97.234,PC,0.0393,3.821,EUR,0,97.234,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab10MG Sandoz ca (bulk),Olanzapine OD Tab10MG Sandoz ca (bulk),0704910A,,,,,,Jan-18,,0,95.15,PC,0.0393,3.739,EUR,0,95.15,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704936A,,,,,,Jan-18,,0,96.522,PC,0.0299,2.886,EUR,0,96.522,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704937A,,,,,,Jan-18,,0,93.608,PC,0.0299,2.799,EUR,0,93.608,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704938A,,,,,,Jan-18,,0,94.796,PC,0.0299,2.834,EUR,0,94.796,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704939A,,,,,,Jan-18,,0,95.149,PC,0.0299,2.845,EUR,0,95.149,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704940A,,,,,,Jan-18,,0,96.049,PC,0.0299,2.872,EUR,0,96.049,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704941A,,,,,,Jan-18,,0,97.407,PC,0.0299,2.912,EUR,0,97.407,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704942A,,,,,,Jan-18,,0,94.796,PC,0.0299,2.834,EUR,0,94.796,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tabs 5MG/Tab (bulk),Olanzapine OD Tabs 5MG/Tab (bulk),0704943A,,,,,,Jan-18,,0,97.15,PC,0.0299,2.905,EUR,0,97.15,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab15MG Sandoz ca (bulk),Olanzapine OD Tab15MG Sandoz ca (bulk),0704914A,,,,,,Jan-18,,0,94.018,PC,0.06,5.641,EUR,0,94.018,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab15MG Sandoz ca (bulk),Olanzapine OD Tab15MG Sandoz ca (bulk),0704915A,,,,,,Jan-18,,0,94.303,PC,0.06,5.658,EUR,0,94.303,
OPP,9449,06-11-2017,,Pharmathen Pharmaceutcal Industry,Pharmathen Pharmaceutcal Industry,Greece,E40009304,31-10-2017,Samples,,N,N,30039000,Olanzapine OD Tab20MG Sandoz ca (bulk),Olanzapine OD Tab20MG Sandoz ca (bulk),0704944A,,,,,,Jan-18,,0,93.198,PC,0.0635,5.918,EUR,0,93.198,
OPP,9511,07-11-2017,,Jiali Bio Group ,Jiali Bio Group ,China,JL-QD-17161,25-10-2017,Pharmaceutical Excipient,,N,N,29251100,Sodium Saccharin EP,Sodium Saccharin EP,13053109015,,,,,Sep-17,Sep-20,36,0,100,Kg,16,1600,USD,0,100,
OPP,9616,12-11-2017,,Synthokem Labs Pvt Ltd,Synthokem Labs Pvt Ltd,India,EXP-U1:065/17-18,07-11-2017,Active Pharmaceutical Ingredient,,Y,,29095090,Guaifenesin BP,Guaifenesin BP,A/GGE/994/11/2017,,,,,Oct-17,Sep-22,60,0,150,Kg,16,2400,USD,0,150,
